Hour,Device Category,Day of the month,City,Month of the year,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue
11,mobile,16,Minneapolis,10,2,50.00%,13.00,00:02:33,0,$0.00
11,mobile,16,St. Louis,10,2,0.00%,8.00,00:14:47,0,$0.00
11,mobile,16,Omaha,10,2,50.00%,9.00,00:02:50,0,$0.00
11,mobile,16,Austin,10,2,50.00%,3.50,00:01:29,0,$0.00
11,mobile,16,Dallas,10,2,0.00%,6.00,00:06:16,0,$0.00
11,mobile,16,Stowe,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,16,Seattle,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,17,Calgary,10,2,50.00%,3.50,00:00:58,0,$0.00
11,mobile,17,Toronto,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,17,Jakarta,10,2,0.00%,3.50,00:01:05,0,$0.00
11,mobile,17,Honolulu,10,2,50.00%,5.50,00:01:22,0,$0.00
11,mobile,17,Indianapolis,10,2,50.00%,3.00,00:00:27,0,$0.00
11,mobile,17,Portland,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,17,Philadelphia,10,2,0.00%,7.00,00:05:49,0,$0.00
11,mobile,17,Sioux Falls,10,2,0.00%,4.50,00:02:29,0,$0.00
11,mobile,18,Escondido,10,2,0.00%,10.50,00:03:18,0,$0.00
11,mobile,18,Huntington Beach,10,2,50.00%,9.50,00:10:16,0,$0.00
11,mobile,18,Temecula,10,2,0.00%,6.50,00:06:22,0,$0.00
11,mobile,18,Miami,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,18,Tampa,10,2,50.00%,2.00,00:00:48,0,$0.00
11,mobile,18,Indianapolis,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,18,Wamego,10,2,50.00%,8.00,00:03:25,0,$0.00
11,mobile,18,Ann Arbor,10,2,50.00%,2.00,00:00:35,0,$0.00
11,mobile,18,Greenville,10,2,0.00%,5.00,00:03:07,0,$0.00
11,mobile,18,Albany,10,2,50.00%,5.00,00:02:38,0,$0.00
11,mobile,18,Philadelphia,10,2,0.00%,5.00,00:02:31,0,$0.00
11,mobile,18,Pittsburgh,10,2,50.00%,3.00,00:02:59,0,$0.00
11,mobile,18,Austin,10,2,50.00%,1.50,00:00:05,0,$0.00
11,mobile,18,San Antonio,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,18,Clayton,10,2,50.00%,1.50,00:00:10,0,$0.00
11,mobile,19,Toronto,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,19,London,10,2,50.00%,2.00,00:00:25,0,$0.00
11,mobile,19,Karachi,10,2,50.00%,2.50,00:01:38,0,$0.00
11,mobile,19,Wheat Ridge,10,2,0.00%,5.50,00:03:00,0,$0.00
11,mobile,19,Ann Arbor,10,2,50.00%,2.00,00:01:28,0,$0.00
11,mobile,19,Charlotte,10,2,0.00%,5.50,00:18:39,0,$0.00
11,mobile,20,Toronto,10,2,0.00%,4.00,00:01:25,0,$0.00
11,mobile,20,London,10,2,0.00%,5.00,00:10:49,0,$0.00
11,mobile,20,San Diego,10,2,50.00%,2.50,00:00:58,0,$0.00
11,mobile,20,Miami,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,20,Chicago,10,2,0.00%,13.00,00:05:00,0,$0.00
11,mobile,20,Waterloo,10,2,50.00%,2.50,00:01:10,0,$0.00
11,mobile,20,Indianapolis,10,2,0.00%,7.00,00:04:41,0,$0.00
11,mobile,20,New Orleans,10,2,50.00%,3.00,00:00:39,0,$0.00
11,mobile,20,Boston,10,2,50.00%,2.00,00:00:22,0,$0.00
11,mobile,20,St. Louis,10,2,0.00%,6.00,00:03:02,0,$0.00
11,mobile,20,Charlotte,10,2,50.00%,10.00,00:05:16,0,$0.00
11,mobile,20,Columbus,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,20,Nanticoke,10,2,0.00%,16.50,00:08:40,0,$0.00
11,mobile,20,Seattle,10,2,50.00%,3.00,00:01:33,0,$0.00
11,mobile,21,London,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,21,San Francisco,10,2,50.00%,2.00,00:00:21,0,$0.00
11,mobile,21,Orlando,10,2,0.00%,3.00,00:01:05,0,$0.00
11,mobile,21,Louisville,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,21,Independence,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,21,Charlotte,10,2,50.00%,4.00,00:00:51,0,$0.00
11,mobile,21,Cincinnati,10,2,50.00%,2.00,00:01:39,0,$0.00
11,mobile,21,Philadelphia,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,21,Seattle,10,2,0.00%,5.00,00:02:44,0,$0.00
11,mobile,22,Kitchener,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,22,Tel Aviv-Yafo,10,2,0.00%,2.50,00:00:39,0,$0.00
11,mobile,22,Irvine,10,2,50.00%,1.50,00:00:05,0,$0.00
11,mobile,22,San Francisco,10,2,0.00%,5.00,00:03:12,0,$0.00
11,mobile,22,Santa Clara,10,2,50.00%,7.50,00:09:58,0,$0.00
11,mobile,22,Miami,10,2,0.00%,6.00,00:09:51,0,$0.00
11,mobile,22,Louisville,10,2,0.00%,10.50,00:33:01,0,$0.00
11,mobile,22,New Orleans,10,2,0.00%,10.50,00:09:08,0,$0.00
11,mobile,22,Baltimore,10,2,50.00%,3.50,00:04:38,0,$0.00
11,mobile,22,Ann Arbor,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,22,Battle Creek,10,2,0.00%,3.50,00:01:11,0,$0.00
11,mobile,22,Grand Rapids,10,2,0.00%,10.50,00:02:43,0,$0.00
11,mobile,22,Becker,10,2,50.00%,14.50,00:13:52,0,$0.00
11,mobile,22,Minneapolis,10,2,0.00%,2.50,00:01:46,0,$0.00
11,mobile,22,Kansas City,10,2,0.00%,8.00,00:05:39,0,$0.00
11,mobile,22,Oklahoma City,10,2,100.00%,4.00,00:00:00,0,$0.00
11,mobile,22,Portland,10,2,0.00%,2.50,00:15:47,0,$0.00
11,mobile,22,Gallatin,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,22,Johnson City,10,2,0.00%,3.00,00:09:09,0,$0.00
11,mobile,22,Nashville,10,2,50.00%,11.50,00:13:59,0,$0.00
11,mobile,22,Lowell charter Township,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,23,Brisbane,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,23,Vancouver,10,2,50.00%,5.50,00:01:36,0,$0.00
11,mobile,23,Toronto,10,2,0.00%,2.50,00:01:16,0,$0.00
11,mobile,23,Struer,10,2,50.00%,2.00,00:01:13,0,$0.00
11,mobile,23,London,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,23,Birmingham,10,2,0.00%,2.00,00:00:34,0,$0.00
11,mobile,23,San Francisco,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,23,New Orleans,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,23,Mount Laurel,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,23,Cincinnati,10,2,0.00%,1.50,00:01:29,0,$0.00
11,mobile,23,Columbus,10,2,0.00%,4.00,00:07:38,0,$0.00
11,mobile,23,Eugene,10,2,50.00%,2.50,00:01:30,0,$0.00
11,mobile,23,Portland,10,2,50.00%,3.00,00:03:09,0,$0.00
11,mobile,23,Pittsburgh,10,2,0.00%,5.50,00:16:38,0,$0.00
11,mobile,23,San Antonio,10,2,50.00%,2.00,00:00:12,0,$0.00
11,mobile,23,Ashburn,10,2,50.00%,1.50,00:00:19,0,$0.00
11,mobile,23,Seattle,10,2,50.00%,17.00,00:11:48,0,$0.00
11,mobile,24,Dubai,10,2,50.00%,2.50,00:00:19,0,$0.00
11,mobile,24,Kampala,10,2,50.00%,2.00,00:02:56,0,$0.00
11,mobile,24,Birmingham,10,2,50.00%,1.50,00:01:33,0,$0.00
11,mobile,24,Tuscaloosa,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,24,Denver,10,2,0.00%,2.50,00:00:51,0,$0.00
11,mobile,24,Clinton,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,24,New Orleans,10,2,50.00%,1.50,00:00:14,0,$0.00
11,mobile,24,Greensboro,10,2,0.00%,2.50,00:00:29,0,$0.00
11,mobile,24,San Antonio,10,2,50.00%,6.00,00:01:40,0,$0.00
11,mobile,24,Blacksburg,10,2,50.00%,4.00,00:03:04,0,$0.00
11,mobile,25,Nairobi,10,2,50.00%,1.50,00:00:30,0,$0.00
11,mobile,25,Birmingham,10,2,50.00%,1.50,00:00:18,0,$0.00
11,mobile,25,Miami,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,25,Orlando,10,2,50.00%,2.00,00:02:03,0,$0.00
11,mobile,25,Batavia,10,2,50.00%,2.50,00:01:05,0,$0.00
11,mobile,25,Grand Rapids,10,2,0.00%,9.00,00:23:49,0,$0.00
11,mobile,25,Jackson,10,2,50.00%,2.00,00:01:10,0,$0.00
11,mobile,25,Charlotte,10,2,50.00%,3.50,00:00:19,0,$0.00
11,mobile,25,Raleigh,10,2,50.00%,2.50,00:02:17,0,$0.00
11,mobile,25,Omaha,10,2,50.00%,2.00,00:00:25,0,$0.00
11,mobile,25,Austin,10,2,50.00%,4.00,00:01:18,0,$0.00
11,mobile,25,Virginia Beach,10,2,0.00%,27.50,00:00:33,0,$0.00
11,mobile,26,Islamabad,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,26,Mesa,10,2,50.00%,2.50,00:01:17,0,$0.00
11,mobile,26,San Diego,10,2,0.00%,3.50,00:05:08,0,$0.00
11,mobile,26,San Francisco,10,2,50.00%,3.00,00:00:13,0,$0.00
11,mobile,26,Miami,10,2,0.00%,6.50,00:04:52,0,$0.00
11,mobile,26,Boston,10,2,50.00%,1.50,00:00:21,0,$0.00
11,mobile,26,Raleigh,10,2,50.00%,6.50,00:11:40,0,$0.00
11,mobile,26,Mount Laurel,10,2,50.00%,6.00,00:04:40,0,$0.00
11,mobile,26,Columbus,10,2,0.00%,4.00,00:01:13,0,$0.00
11,mobile,26,Portland,10,2,0.00%,2.00,00:07:57,0,$0.00
11,mobile,26,West Chester,10,2,50.00%,2.50,00:04:36,0,$0.00
11,mobile,26,Salt Lake City,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,26,Durban,10,2,0.00%,2.00,00:00:42,0,$0.00
11,mobile,27,(not set),10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,27,Jakarta,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,27,Washington,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,27,St. Louis,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,27,Nashville,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,27,Austin,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,27,Dallas,10,2,50.00%,2.00,00:01:43,0,$0.00
11,mobile,28,Stoke-on-Trent,10,2,0.00%,2.00,00:02:48,0,$0.00
11,mobile,28,San Diego,10,2,50.00%,2.00,00:02:14,0,$0.00
11,mobile,28,San Francisco,10,2,50.00%,1.50,00:00:07,0,$0.00
11,mobile,28,San Jose,10,2,50.00%,14.50,00:07:39,0,$0.00
11,mobile,28,Miami,10,2,100.00%,34.00,00:00:00,0,$0.00
11,mobile,28,Gainesville,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,28,Indianapolis,10,2,50.00%,1.50,00:00:46,0,$0.00
11,mobile,28,Boston,10,2,50.00%,1.50,00:00:14,0,$0.00
11,mobile,28,Gulfport,10,2,50.00%,6.50,00:02:52,0,$0.00
11,mobile,28,Philadelphia,10,2,50.00%,1.50,00:00:21,0,$0.00
11,mobile,28,Pittsburgh,10,2,0.00%,3.50,00:01:26,0,$0.00
11,mobile,28,Corryton,10,2,0.00%,4.50,00:00:51,0,$0.00
11,mobile,28,San Antonio,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,28,Seattle,10,2,0.00%,6.50,00:06:12,0,$0.00
11,mobile,28,Holladay,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,28,Miramar Beach,10,2,0.00%,6.50,00:03:43,0,$0.00
11,mobile,28,Thornton,10,2,50.00%,3.00,00:01:14,0,$0.00
11,mobile,29,Dubai,10,2,50.00%,1.50,00:02:52,0,$0.00
11,mobile,29,Vancouver,10,2,0.00%,6.00,00:04:26,0,$0.00
11,mobile,29,Toronto,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,29,Montreal,10,2,50.00%,1.50,00:00:46,0,$0.00
11,mobile,29,Cairo,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,29,Tel Aviv-Yafo,10,2,50.00%,1.50,00:04:06,0,$0.00
11,mobile,29,Chula Vista,10,2,50.00%,4.00,00:01:51,0,$0.00
11,mobile,29,Corona,10,2,50.00%,3.50,00:00:17,0,$0.00
11,mobile,29,Long Beach,10,2,0.00%,7.00,00:07:54,0,$0.00
11,mobile,29,San Francisco,10,2,0.00%,6.00,00:22:10,0,$0.00
11,mobile,29,Fort Collins,10,2,50.00%,2.00,00:02:16,0,$0.00
11,mobile,29,Merritt Island,10,2,50.00%,2.00,00:00:43,0,$0.00
11,mobile,29,Tampa,10,2,50.00%,2.00,00:01:53,0,$0.00
11,mobile,29,Dalton,10,2,50.00%,2.00,00:00:28,0,$0.00
11,mobile,29,Indianapolis,10,2,0.00%,8.00,00:04:08,0,$0.00
11,mobile,29,New Orleans,10,2,50.00%,3.00,00:01:08,0,$0.00
11,mobile,29,Kansas City,10,2,0.00%,6.00,00:02:20,0,$0.00
11,mobile,29,Greenville,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,29,Newark,10,2,0.00%,5.50,00:02:47,0,$0.00
11,mobile,29,West Babylon,10,2,0.00%,2.50,00:00:56,0,$0.00
11,mobile,29,Cleveland,10,2,0.00%,4.00,00:04:11,0,$0.00
11,mobile,29,Tulsa,10,2,0.00%,6.00,00:16:52,0,$0.00
11,mobile,29,Greensburg,10,2,50.00%,3.50,00:02:44,0,$0.00
11,mobile,29,Pittsburgh,10,2,50.00%,7.00,00:04:33,0,$0.00
11,mobile,29,Memphis,10,2,50.00%,4.00,00:01:12,0,$0.00
11,mobile,29,Corpus Christi,10,2,50.00%,3.00,00:03:09,0,$0.00
11,mobile,29,Plano,10,2,0.00%,17.50,00:16:52,0,$0.00
11,mobile,29,San Antonio,10,2,50.00%,4.00,00:00:19,0,$0.00
11,mobile,29,Annandale,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,29,Morgantown,10,2,50.00%,2.50,00:00:25,0,$0.00
11,mobile,30,Sacramento,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,30,Tampa,10,2,50.00%,8.00,00:02:30,0,$0.00
11,mobile,30,Bowling Green,10,2,0.00%,2.50,00:00:51,0,$0.00
11,mobile,30,New Orleans,10,2,50.00%,1.50,00:00:47,0,$0.00
11,mobile,30,Grand Rapids,10,2,0.00%,5.00,00:03:23,0,$0.00
11,mobile,30,St. Louis,10,2,0.00%,2.50,00:01:21,0,$0.00
11,mobile,30,Mocksville,10,2,50.00%,1.50,00:00:36,0,$0.00
11,mobile,30,Parsippany-Troy Hills,10,2,0.00%,4.50,00:04:08,0,$0.00
11,mobile,30,Columbus,10,2,0.00%,3.50,00:01:25,0,$0.00
11,mobile,30,Philadelphia,10,2,0.00%,2.50,00:00:41,0,$0.00
11,mobile,30,Conroe,10,2,0.00%,2.50,00:00:17,0,$0.00
11,mobile,30,Fort Worth,10,2,50.00%,3.50,00:03:22,0,$0.00
11,mobile,30,Houston,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,30,McKinney,10,2,50.00%,11.00,00:07:37,0,$0.00
11,mobile,30,Virginia Beach,10,2,0.00%,6.50,00:02:27,0,$0.00
11,mobile,30,Madison,10,2,50.00%,4.00,00:00:54,0,$0.00
11,mobile,30,Cheyenne,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,31,Montreal,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,31,Sacramento,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,31,San Jose,10,2,50.00%,7.00,00:04:24,0,$0.00
11,mobile,31,Ann Arbor,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,31,Detroit,10,2,50.00%,3.00,00:02:08,0,$0.00
11,mobile,31,Kansas City,10,2,100.00%,1.00,00:00:00,0,$0.00
11,mobile,31,Lee's Summit,10,2,0.00%,14.50,00:16:40,0,$0.00
11,mobile,31,St. Louis,10,2,0.00%,4.00,00:10:29,0,$0.00
11,mobile,31,Omaha,10,2,50.00%,2.00,00:00:19,0,$0.00
11,mobile,31,Parsippany-Troy Hills,10,2,50.00%,2.00,00:01:01,0,$0.00
11,mobile,31,Fort Worth,10,2,50.00%,2.00,00:00:36,0,$0.00
11,mobile,31,Plano,10,2,50.00%,1.50,00:00:00,0,$0.00
11,mobile,31,Chapmanville,10,2,50.00%,1.50,00:00:07,0,$0.00
11,tablet,01,Long Beach,10,2,50.00%,3.00,00:01:49,0,$0.00
11,tablet,01,Murray,10,2,0.00%,4.00,00:01:23,0,$0.00
11,tablet,03,(not set),10,2,0.00%,2.50,00:00:51,0,$0.00
11,tablet,03,Russellville,10,2,100.00%,1.00,00:00:00,0,$0.00
11,tablet,04,(not set),10,2,50.00%,2.50,00:00:29,0,$0.00
11,tablet,04,New York,10,2,0.00%,3.00,00:00:48,0,$0.00
11,tablet,05,New York,10,2,0.00%,3.50,00:01:58,0,$0.00
11,tablet,05,Marion,10,2,100.00%,1.00,00:00:00,0,$0.00
11,tablet,05,Gloucester Point,10,2,50.00%,1.50,00:00:01,0,$0.00
11,tablet,09,Charlotte,10,2,0.00%,4.00,00:03:22,0,$0.00
11,tablet,12,London,10,2,100.00%,1.00,00:00:00,0,$0.00
11,tablet,13,St. Petersburg,10,2,50.00%,4.50,00:01:41,0,$0.00
11,tablet,14,(not set),10,2,50.00%,2.50,00:01:03,0,$0.00
11,tablet,14,Los Angeles,10,2,0.00%,6.50,00:32:36,0,$0.00
11,tablet,14,Cape Coral,10,2,50.00%,4.50,00:02:29,0,$0.00
11,tablet,15,(not set),10,2,0.00%,5.50,00:04:17,0,$0.00
11,tablet,17,Kenosha,10,2,50.00%,5.50,00:12:28,0,$0.00
11,tablet,20,New York,10,2,100.00%,1.00,00:00:00,0,$0.00
11,tablet,21,New Orleans,10,2,50.00%,1.50,00:00:57,0,$0.00
11,tablet,22,(not set),10,2,50.00%,2.00,00:00:43,0,$0.00
11,tablet,22,Houston,10,2,0.00%,3.00,00:11:35,0,$0.00
11,tablet,24,(not set),10,2,0.00%,7.50,00:15:27,0,$0.00
11,tablet,24,Philadelphia,10,2,50.00%,3.50,00:09:00,0,$0.00
11,tablet,25,Royse City,10,2,100.00%,1.00,00:00:00,0,$0.00
11,tablet,26,(not set),10,2,0.00%,3.00,00:10:09,0,$0.00
11,tablet,27,Cardiff,10,2,100.00%,1.00,00:00:00,0,$0.00
11,tablet,28,Los Angeles,10,2,50.00%,4.00,00:07:59,0,$0.00
11,tablet,28,San Francisco,10,2,0.00%,3.00,00:01:24,0,$0.00
11,tablet,28,Aurora,10,2,0.00%,19.50,00:09:30,0,$0.00
11,tablet,28,Dallas,10,2,50.00%,14.50,00:12:41,0,$0.00
11,tablet,28,Platteville,10,2,0.00%,13.00,00:16:16,0,$0.00
11,tablet,29,New York,10,2,50.00%,4.50,00:01:57,0,$0.00
11,tablet,29,Highlands Ranch,10,2,0.00%,2.50,00:03:21,0,$0.00
11,tablet,29,Villa Hills,10,2,0.00%,2.00,00:00:49,0,$0.00
11,tablet,30,Lexington,10,2,50.00%,2.50,00:00:56,0,$0.00
12,desktop,01,Montreal,10,2,50.00%,14.00,00:12:18,0,$0.00
12,desktop,01,Tarpon Springs,10,2,100.00%,1.00,00:00:00,0,$0.00
12,desktop,01,Omaha,10,2,0.00%,7.50,00:02:57,0,$0.00
12,desktop,01,Vancouver,10,2,0.00%,3.50,00:00:22,0,$0.00
12,desktop,02,Birmingham,10,2,50.00%,8.00,00:03:00,0,$0.00
12,desktop,02,Surprise,10,2,0.00%,3.50,00:07:42,0,$0.00
12,desktop,02,New York,10,2,50.00%,1.50,00:00:08,0,$0.00
12,desktop,02,Alexandria,10,2,0.00%,8.50,00:05:15,0,$0.00
12,desktop,02,Richmond,10,2,0.00%,6.50,00:17:21,0,$0.00
12,desktop,03,Cordova Bay,10,2,50.00%,2.00,00:00:32,0,$0.00
12,desktop,03,London,10,2,100.00%,1.00,00:00:00,0,$0.00
12,desktop,03,South San Francisco,10,2,50.00%,2.50,00:00:32,0,$0.00
12,desktop,03,St. Augustine,10,2,50.00%,2.50,00:00:45,0,$0.00
12,desktop,03,Charlotte,10,2,100.00%,1.00,00:00:00,0,$0.00
12,desktop,04,Carapicuiba,10,2,100.00%,1.00,00:00:00,0,$0.00
12,desktop,05,(not set),10,2,50.00%,6.00,00:01:13,0,$0.00
12,desktop,05,San Diego,10,2,50.00%,2.00,00:01:17,0,$0.00
12,desktop,05,Hastings,10,2,0.00%,4.00,00:01:17,0,$0.00
12,desktop,05,Philadelphia,10,2,0.00%,10.00,00:06:42,0,$0.00
12,desktop,06,San Diego,10,2,50.00%,3.00,00:02:14,0,$0.00
12,desktop,06,Warner Robins,10,2,0.00%,20.50,00:23:44,0,$0.00
12,desktop,08,Phoenix,10,2,50.00%,2.00,00:01:17,0,$0.00
12,desktop,08,San Francisco,10,2,50.00%,2.50,00:00:22,0,$0.00
12,desktop,08,Orlando,10,2,50.00%,2.00,00:00:29,0,$0.00
12,desktop,08,Chicago,10,2,50.00%,19.50,00:04:56,1,$16.98
12,desktop,08,Princeton,10,2,0.00%,3.50,00:02:51,0,$0.00
12,desktop,08,Oak Park,10,2,50.00%,3.50,00:00:42,0,$0.00
12,desktop,08,Levittown,10,2,0.00%,10.50,00:05:14,0,$0.00
12,desktop,08,Austin,10,2,0.00%,7.50,00:09:18,0,$0.00
12,desktop,08,Salt Lake City,10,2,0.00%,5.50,00:02:38,0,$0.00
12,desktop,09,Toronto,10,2,0.00%,3.00,00:10:56,0,$0.00
12,desktop,09,San Diego,10,2,100.00%,1.00,00:00:00,0,$0.00
12,desktop,09,San Francisco,10,2,0.00%,6.00,00:06:50,0,$0.00
12,desktop,09,Baton Rouge,10,2,0.00%,6.50,00:03:15,0,$0.00
12,desktop,09,Raleigh,10,2,50.00%,2.00,00:00:17,0,$0.00
12,desktop,09,New York,10,2,50.00%,2.50,00:00:29,0,$0.00
12,desktop,10,Dubai,10,2,100.00%,1.00,00:00:00,0,$0.00
12,desktop,10,San Francisco,10,2,50.00%,14.00,00:05:10,0,$0.00
12,desktop,10,Warminster,10,2,100.00%,1.00,00:00:00,0,$0.00
12,desktop,10,Athens,10,2,50.00%,1.50,00:00:52,0,$0.00
12,desktop,11,Montreal,10,2,50.00%,5.00,00:03:29,0,$0.00
12,desktop,11,New Orleans,10,2,50.00%,2.00,00:01:37,0,$0.00
